Brnd_Name,Gnrc_Name,RxCUI,ATC_Code,ATC_Class,ATC_L1,MESH_Class,Match_Type
Mini Ultra-Thin II,"Pen Needle, Diabetic",599527.0,,,,,approx
Minipress,Prazosin HCl,71515.0,C02CA,Alpha-adrenoreceptor antagonists,Cardiovascular system,Hypertension,exact
Minivelle,Estradiol,1356974.0,G03CA,"Natural and semisynthetic estrogens, plain",Genito-urinary system and sex hormones,Menorrhagia,exact
Minocin*,Minocycline HCl,152056.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,Plague,exact
Minocycline HCl,Minocycline HCl,6979.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,Plague,exact
Minocycline HCl ER,Minocycline HCl,849129.0,,,,Plague,approx
Minolira ER,Minocycline HCl,1941486.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,Plague,approx
Minoxidil,Minoxidil,1651695.0,C02DC,Pyrimidine derivatives,Cardiovascular system,Alopecia,exact
Mirapex ER,Pramipexole Di-HCl,968013.0,,,,Parkinson Disease,approx
Mircette,Desog-E.Estradiol/E.Estradiol,218403.0,,,,,approx
Mirena,Levonorgestrel,152061.0,G03AC,Progestogens,Genito-urinary system and sex hormones,,exact
Mirtazapine,Mirtazapine,15996.0,N06AX,Other antidepressants,Nervous system,Depressive Disorder,exact
Mirvaso,Brimonidine Tartrate,1436954.0,D11AX,Other dermatologicals,Dermatologicals,"Glaucoma, Open-Angle",exact
Misoprostol,Misoprostol,42331.0,M01AE,Propionic acid derivatives,Musculo-skeletal system,,exact
Mitigare,Colchicine,1550941.0,M04AC,Preparations with no effect on uric acid metabolism,Musculo-skeletal system,Gout,exact
Mitigo,Morphine Sulfate/PF,2055303.0,N02AA,Natural opium alkaloids,Nervous system,Dyspnea,exact
Mitomycin,Mitomycin,632.0,L01DC,Other cytotoxic antibiotics,Antineoplastic and immunomodulating agents,Adenocarcinoma,exact
Modafinil,Modafinil,30125.0,N06BA,Centrally acting sympathomimetics,Nervous system,Fatigue,exact
Moexipril HCl,Moexipril HCl,236066.0,C09AA,"ACE inhibitors, plain",Cardiovascular system,Hypertension,exact
Molindone HCl,Molindone HCl,7019.0,N05AE,Indole derivatives,Nervous system,Schizophrenia,exact
Mometasone Furoate*,Mometasone Furoate,108118.0,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",Respiratory system,Pruritus,exact
Monjuvi,Tafasitamab-Cxix,2387339.0,L01FX,Other monoclonal antibodies and antibody drug conjugates,Antineoplastic and immunomodulating agents,"Lymphoma, Large B-Cell, Diffuse",exact
Mono-Linyah,Norgestimate-Ethinyl Estradiol,1369446.0,,,,Amenorrhea,approx
Monoject,"Syringe-Needle,Insulin,0.5 Ml",851198.0,,,,,approx
Monoject Insulin Safety Syrng,"Syringe With Needle, Insulin",1539136.0,,,,,approx
Monoject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",2681266.0,,,,,approx
Montelukast Sodium,Montelukast Sodium,115713.0,R03DC,Leukotriene receptor antagonists,Respiratory system,Asthma,exact
Monurol,Fosfomycin Tromethamine,284785.0,,,,Pyelonephritis,approx
Morphine Sulfate ER,Morphine Sulfate,1043541.0,,,,Dyspnea,approx
Morphine Sulfate*,Morphine Sulfate,235751.0,N02AA,Natural opium alkaloids,Nervous system,Dyspnea,exact
Motegrity,Prucalopride Succinate,2107346.0,A06AX,Other drugs for constipation,Alimentary tract and metabolism,Constipation,exact
Motofen,Difenoxin HCl/Atropine Sulfate,218445.0,A03BA,"Belladonna alkaloids, tertiary amines",Alimentary tract and metabolism,Uveitis,exact
Mounjaro,Tirzepatide,2601734.0,A10BX,"Other blood glucose lowering drugs, excl. insulins",Alimentary tract and metabolism,"Diabetes Mellitus, Type 2",exact
Movantik,Naloxegol Oxalate,1551918.0,A06AH,Peripheral opioid receptor antagonists,Alimentary tract and metabolism,Constipation,exact
Moviprep,PEG3350/Sod Sul/NaCl/KCl/Asb/C,669559.0,A11GA,"Ascorbic acid (vitamin C), plain",Alimentary tract and metabolism,Scurvy,exact
Moxifloxacin,Moxifloxacin HCl,139462.0,J01MA,Fluoroquinolones,Anti-infectives for systemic use,Cystitis,exact
Moxifloxacin HCl,Moxifloxacin HCl,139462.0,J01MA,Fluoroquinolones,Anti-infectives for systemic use,Cystitis,exact
Mozobil,Plerixafor,735381.0,L03AX,Other immunostimulants,Antineoplastic and immunomodulating agents,Multiple Myeloma,exact
Ms Contin,Morphine Sulfate,203354.0,N02AA,Natural opium alkaloids,Nervous system,Dyspnea,exact
Mulpleta,Lusutrombopag,2054990.0,B02BX,Other systemic hemostatics,Blood and blood forming organs,Thrombocytopenia,exact
Multaq,Dronedarone HCl,677229.0,C01BD,"Antiarrhythmics, class III",Cardiovascular system,Atrial Fibrillation,exact
Multi-Vitamin W-Fluoride-Iron,Pedi Multivit 45/Fluoride/Iron,89905.0,,,,,approx
Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride,214714.0,,,,,approx
Mupirocin,Mupirocin,42372.0,D06AX,Other antibiotics for topical use,Dermatologicals,Impetigo,exact
Mvasi,Bevacizumab-Awwb,2046141.0,L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors,Antineoplastic and immunomodulating agents,Glioblastoma,exact
Myalept,Metreleptin,1491630.0,A16AA,Amino acids and derivatives,Alimentary tract and metabolism,Lipodystrophy,exact
Myambutol,Ethambutol HCl,7122.0,J04AK,Other drugs for treatment of tuberculosis,Anti-infectives for systemic use,Tuberculosis,exact
Mycamine,Micafungin Sodium,583520.0,J02AX,Other antimycotics for systemic use,Anti-infectives for systemic use,Candidemia,exact
Mycapssa,Octreotide Acetate,2380612.0,H01CB,Somatostatin and analogues,Systemic hormonal preparations,Adenoma,exact
Mycobutin,Rifabutin,227450.0,J04AB,Antibiotics,Anti-infectives for systemic use,"Tuberculosis, Pulmonary",exact
Mycophenolate Mofetil,Mycophenolate Mofetil,237112.0,,,,Psoriasis,exact
Mycophenolic Acid,Mycophenolate Sodium,7145.0,L04AA,Selective immunosuppressants,Antineoplastic and immunomodulating agents,Psoriasis,exact
Mydayis,Dextroamphetamine/Amphetamine,1927611.0,N06BA,Centrally acting sympathomimetics,Nervous system,Narcolepsy,exact
Myfembree,Relugolix/Estradiol/Norethindr,2556803.0,L02BX,Other hormone antagonists and related agents,Antineoplastic and immunomodulating agents,Prostatic Neoplasms,exact
Myfortic,Mycophenolate Sodium,579570.0,L04AA,Selective immunosuppressants,Antineoplastic and immunomodulating agents,Psoriasis,exact
Myleran,Busulfan,203010.0,L01AB,Alkyl sulfonates,Antineoplastic and immunomodulating agents,Polycythemia Vera,exact
Myobloc,Rimabotulinumtoxinb,284792.0,,,,Dystonia,exact
Myorisan,Isotretinoin,1242606.0,D10AD,Retinoids for topical use in acne,Dermatologicals,Leukemia,exact
Myrbetriq,Mirabegron,1300792.0,G04BD,Drugs for urinary frequency and incontinence,Genito-urinary system and sex hormones,"Urinary Incontinence, Urge",exact
Mysoline,Primidone,203011.0,N03AA,Barbiturates and derivatives,Nervous system,Tremor,exact
Mytesi,Crofelemer,1806873.0,A07XA,Other antidiarrheals,Alimentary tract and metabolism,Diarrhea,exact
NP Thyroid,"Thyroid,Pork",1724432.0,,,,Goiter,exact
NPlate,Romiplostim,805456.0,B02BX,Other systemic hemostatics,Blood and blood forming organs,"Purpura, Thrombocytopenic, Idiopathic",exact
Nabumetone,Nabumetone,31448.0,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",Musculo-skeletal system,Pain,exact
Nadolol,Nadolol,7226.0,C07AA,"Beta blocking agents, non-selective",Cardiovascular system,Hypertension,exact
Nafcillin,"Nafcillin In Dextrose,Iso-Osm",7233.0,J01CF,Beta-lactamase resistant penicillins,Anti-infectives for systemic use,Sepsis,exact
Nafcillin Sodium*,Nafcillin Sodium,9893.0,J01CF,Beta-lactamase resistant penicillins,Anti-infectives for systemic use,Sepsis,exact
Naftifine HCl,Naftifine HCl,31476.0,D01AE,Other antifungals for topical use,Dermatologicals,Tinea Pedis,exact
Naftin,Naftifine HCl,218564.0,D01AE,Other antifungals for topical use,Dermatologicals,Tinea Pedis,exact
Naglazyme,Galsulfase,584219.0,A16AB,Enzymes,Alimentary tract and metabolism,Mucopolysaccharidosis VI,exact
Nalbuphine HCl,Nalbuphine HCl,154985.0,N02AF,Morphinan derivatives,Nervous system,Postoperative Pain,exact
Nalfon,Fenoprofen Calcium,203313.0,M01AE,Propionic acid derivatives,Musculo-skeletal system,Pain,exact
Nalocet,Oxycodone HCl/Acetaminophen,2045495.0,N02BE,Anilides,Nervous system,Pain,exact
Naloxone HCl*,Naloxone HCl,203192.0,A06AH,Peripheral opioid receptor antagonists,Alimentary tract and metabolism,"Shock, Septic",exact
Naltrexone HCl,Naltrexone HCl,105069.0,A08AA,Centrally acting antiobesity products,Alimentary tract and metabolism,Alcoholism,exact
Namenda,Memantine HCl,405206.0,N06DX,Other anti-dementia drugs,Nervous system,Alzheimer Disease,exact
Namenda XR,Memantine HCl,405206.0,N06DX,Other anti-dementia drugs,Nervous system,Alzheimer Disease,exact
Namzaric,Memantine HCl/Donepezil HCl,1602583.0,N06DA,Anticholinesterases,Nervous system,Alzheimer Disease,exact
Nano 2nd Gen Pen Needle,"Pen Needle, Diabetic",2703790.0,,,,,approx
Naprelan,Naproxen Sodium,218599.0,G02CC,Antiinflammatory products for vaginal administration,Genito-urinary system and sex hormones,Gout,exact
Naproxen,Naproxen,7258.0,M01AE,Propionic acid derivatives,Musculo-skeletal system,Gout,exact
Naproxen Sodium,Naproxen Sodium,142442.0,M01AE,Propionic acid derivatives,Musculo-skeletal system,Gout,exact
Naproxen Sodium Cr,Naproxen Sodium,142442.0,M01AE,Propionic acid derivatives,Musculo-skeletal system,Gout,approx
Naproxen Sodium ER,Naproxen Sodium,373006.0,G02CC,Antiinflammatory products for vaginal administration,Genito-urinary system and sex hormones,Gout,approx
Naproxen-Esomeprazole Mag,Naproxen/Esomeprazole Mag,2361592.0,,,,,approx
Naratriptan HCl,Naratriptan HCl,141366.0,N02CC,Selective serotonin (5HT1) agonists,Nervous system,Migraine Disorders,exact
Narcan,Naloxone HCl,197117.0,A06AH,Peripheral opioid receptor antagonists,Alimentary tract and metabolism,"Shock, Septic",exact
Nardil,Phenelzine Sulfate,203799.0,N06AF,"Monoamine oxidase inhibitors, non-selective",Nervous system,Depressive Disorder,exact
Nascobal,Cyanocobalamin (Vitamin B-12),262128.0,B03BA,Vitamin B12 (cyanocobalamin and analogues),Blood and blood forming organs,"Anemia, Pernicious",exact
Natacyn,Natamycin,202743.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,Keratitis,exact
Natazia,Estradiol Valerate/Dienogest,994260.0,,,,,approx
Nateglinide,Nateglinide,274332.0,A10BX,"Other blood glucose lowering drugs, excl. insulins",Alimentary tract and metabolism,"Diabetes Mellitus, Type 2",exact
Natesto,Testosterone,1543191.0,G03BA,3-oxoandrosten (4) derivatives,Genito-urinary system and sex hormones,Hypogonadism,exact
Natroba,Spinosad,1085817.0,,,,Lice Infestations,exact
Nayzilam,Midazolam,2173495.0,N05CD,Benzodiazepine derivatives,Nervous system,Anxiety Disorders,exact
Nebivolol HCl,Nebivolol HCl,236883.0,C07AB,"Beta blocking agents, selective",Cardiovascular system,"Hypertension, Malignant",exact
Necon,Norethindrone-Ethin. Estradiol,227356.0,,,,,approx
Nefazodone HCl,Nefazodone HCl,236082.0,N06AX,Other antidepressants,Nervous system,Depressive Disorder,exact
Neo-Polycin,Neomycin/Bacitracin/Polymyxinb,1117087.0,D06AX,Other antibiotics for topical use,Dermatologicals,Empyema,exact
Neo-Polycin HC,Neomycin/Bacit/P-Myx/Hydrocort,1116151.0,D06AX,Other antibiotics for topical use,Dermatologicals,Empyema,exact
Neo-Synalar,Neomycin Sulfate/Fluocinolone,1542990.0,C05AA,Corticosteroids,Cardiovascular system,Pruritus,exact
Neomycin Sulfate,Neomycin Sulfate,7299.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,Hepatic Encephalopathy,exact
Neomycin-Bacitracin-Poly-HC,Neomycin/Bacit/P-Myx/Hydrocort,215541.0,,,,,approx
Neomycin-Bacitracin-Polymyxin,Neomycin/Bacitracin/Polymyxinb,260090.0,,,,,approx
Neomycin-Polymyxin B,Neomycin Sulf/Polymyxin B Sulf,466541.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,Hepatic Encephalopathy,exact
Neomycin-Polymyxin-Dexameth,Neomycin/Polymyxin B/Dexametha,216525.0,A01AC,Corticosteroids for local oral treatment,Alimentary tract and metabolism,Iritis,approx
Neomycin-Polymyxin-Gramicidin,Neomycin/Polymyxn B/Gramicidin,692794.0,R02AB,Antibiotics,Respiratory system,"Eye Infections, Bacterial",approx
Neomycin-Polymyxin-HC*,Neomycin/Polymyxin B/Hydrocort,215541.0,,,,,approx
Neomycin-Polymyxin-Hydrocort,Neomycin/Polymyxin B/Hydrocort,238942.0,,,,,approx
Neoral,"Cyclosporine, Modified",202817.0,L04AD,Calcineurin inhibitors,Antineoplastic and immunomodulating agents,Psoriasis,exact
Nerlynx,Neratinib Maleate,1940649.0,L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,Antineoplastic and immunomodulating agents,Breast Neoplasms,exact
Nesina,Alogliptin Benzoate,1368007.0,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,Alimentary tract and metabolism,"Diabetes Mellitus, Type 2",exact
Neulasta,PEGfilgrastim,353501.0,L03AA,Colony stimulating factors,Antineoplastic and immunomodulating agents,Neutropenia,exact
Neulasta Onpro,PEGfilgrastim,1745861.0,,,,Neutropenia,approx
Neupogen,Filgrastim,227304.0,L03AA,Colony stimulating factors,Antineoplastic and immunomodulating agents,Neutropenia,exact
Neupro,Rotigotine,707892.0,N04BC,Dopamine agonists,Nervous system,Parkinson Disease,exact
Neurontin,Gabapentin,196498.0,N02BF,Gabapentinoids,Nervous system,Bipolar Disorder,exact
Nevanac,Nepafenac,613876.0,S01BC,"Antiinflammatory agents, non-steroids",Sensory organs,Eye Pain,exact
Nevirapine,Nevirapine,53654.0,J05AG,Non-nucleoside reverse transcriptase inhibitors,Anti-infectives for systemic use,HIV Infections,exact
Nevirapine ER,Nevirapine,1673075.0,,,,HIV Infections,approx
Nexavar,Sorafenib Tosylate,619985.0,L01EX,Other protein kinase inhibitors,Antineoplastic and immunomodulating agents,Thyroid Neoplasms,exact
Nexium,Esomeprazole Magnesium,284799.0,A02BC,Proton pump inhibitors,Alimentary tract and metabolism,Heartburn,exact
Nexletol,Bempedoic Acid,2282409.0,C10AX,Other lipid modifying agents,Cardiovascular system,Atherosclerosis,exact
Nexlizet,Bempedoic Acid/Ezetimibe,2283231.0,C10AX,Other lipid modifying agents,Cardiovascular system,Atherosclerosis,exact
Nexplanon,Etonogestrel,1111008.0,G03AC,Progestogens,Genito-urinary system and sex hormones,,exact
Nextstellis,Drospirenone/Estetrol,2552907.0,,,,,approx
Nexviazyme,Avalglucosidase Alfa-Ngpt,2565819.0,A16AB,Enzymes,Alimentary tract and metabolism,Glycogen Storage Disease Type II,exact
Niacin,Niacin,7393.0,C10BA,Combinations of various lipid modifying agents,Cardiovascular system,Pellagra,exact
Niacin ER,Niacin,405213.0,,,,Pellagra,approx
Niacor,Niacin,218728.0,C04AC,Nicotinic acid and derivatives,Cardiovascular system,Pellagra,exact
Nicardipine HCl*,Nicardipine HCl,235230.0,C08CA,Dihydropyridine derivatives,Cardiovascular system,Hypertension,exact
Nicotrol,Nicotine,218734.0,N07BA,Drugs used in nicotine dependence,Nervous system,"Colitis, Ulcerative",exact
Nicotrol Ns,Nicotine,284800.0,,,,"Colitis, Ulcerative",approx
Nifedipine,Nifedipine,7417.0,C07FB,Beta blocking agents and calcium channel blockers,Cardiovascular system,Hypertension,exact
Nifedipine ER,Nifedipine,284802.0,,,,Hypertension,approx
Nikki,Ethinyl Estradiol/Drospirenone,1598272.0,,,,Menorrhagia,approx
Nilandron,Nilutamide,218741.0,L02BB,Anti-androgens,Antineoplastic and immunomodulating agents,Carcinoma,exact
Nilutamide,Nilutamide,31805.0,L02BB,Anti-androgens,Antineoplastic and immunomodulating agents,Carcinoma,exact
Nimodipine,Nimodipine,7426.0,C08CA,Dihydropyridine derivatives,Cardiovascular system,Subarachnoid Hemorrhage,exact
Ninlaro,Ixazomib Citrate,1723758.0,L01XG,Proteasome inhibitors,Antineoplastic and immunomodulating agents,Multiple Myeloma,exact
Nipent,Pentostatin,152115.0,L01XX,Other antineoplastic agents,Antineoplastic and immunomodulating agents,"Leukemia, Hairy Cell",exact
Nisoldipine,Nisoldipine,7435.0,C08CA,Dihydropyridine derivatives,Cardiovascular system,Hypertension,exact
Nitazoxanide,Nitazoxanide,31819.0,P01AX,Other agents against amoebiasis and other protozoal diseases,Antiparasitic products,Diarrhea,exact
Nitisinone,Nitisinone,61805.0,A16AX,Various alimentary tract and metabolism products,Alimentary tract and metabolism,Tyrosinemias,exact
Nitro-Bid,Nitroglycerin,202516.0,C01DA,Organic nitrates,Cardiovascular system,Eclampsia,exact
Nitro-Dur,Nitroglycerin,202508.0,C01DA,Organic nitrates,Cardiovascular system,Eclampsia,exact
Nitrofurantoin,Nitrofurantoin,221129.0,J01XE,Nitrofuran derivatives,Anti-infectives for systemic use,Klebsiella Infections,exact
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,1648755.0,J01XE,Nitrofuran derivatives,Anti-infectives for systemic use,Klebsiella Infections,approx
Nitroglycerin Patch,Nitroglycerin,1805880.0,C01DA,Organic nitrates,Cardiovascular system,Eclampsia,exact
Nitroglycerin*,Nitroglycerin,4917.0,C01DA,Organic nitrates,Cardiovascular system,Eclampsia,exact
Nitrolingual,Nitroglycerin,151177.0,C01DA,Organic nitrates,Cardiovascular system,Eclampsia,exact
Nitrostat,Nitroglycerin,202525.0,C01DA,Organic nitrates,Cardiovascular system,Eclampsia,exact
Nityr,Nitisinone,1941465.0,A16AX,Various alimentary tract and metabolism products,Alimentary tract and metabolism,Tyrosinemias,exact
Niva Thyroid,"Thyroid,Pork",2642811.0,,,,Goiter,exact
Niva-Plus,Multivit-Mins60/Iron Fum/Folic,1653230.0,,,,,approx
Nivestym*,Filgrastim-Aafi,2057201.0,L03AA,Colony stimulating factors,Antineoplastic and immunomodulating agents,Neutropenia,exact
Nizatidine,Nizatidine,42319.0,A02BA,H2-receptor antagonists,Alimentary tract and metabolism,Dyspepsia,exact
Nocdurna,Desmopressin Acetate,2048573.0,H01BA,Vasopressin and analogues,Systemic hormonal preparations,Enuresis,exact
Nora-Be,Norethindrone,352806.0,,,,Menorrhagia,approx
Norditropin Flexpro,Somatropin,979321.0,,,,Cachexia,approx
Norethin-Eth Estra-Ferrous Fum,Noreth-Ethinyl Estradiol/Iron,466546.0,,,,,approx
Norethindron-Ethinyl Estradiol,Norethindrone Ac-Eth Estradiol,384410.0,G03AA,"Progestogens and estrogens, fixed combinations",Genito-urinary system and sex hormones,Menorrhagia,exact
Norethindrone,Norethindrone,31983.0,G03AA,"Progestogens and estrogens, fixed combinations",Genito-urinary system and sex hormones,Menorrhagia,exact
Norethindrone Acetate,Norethindrone Acetate,31983.0,G03AA,"Progestogens and estrogens, fixed combinations",Genito-urinary system and sex hormones,Menorrhagia,exact
Norethindrone-E.Estradiol-Iron,Norethindrone-E.Estradiol-Iron,434601.0,,,,,approx
Norgesic Forte,Orphenadrine/Aspirin/Caffeine,31993.0,,,,,approx
Norgestimate-Ethinyl Estradiol,Norgestimate-Ethinyl Estradiol,214559.0,G03AA,"Progestogens and estrogens, fixed combinations",Genito-urinary system and sex hormones,Amenorrhea,exact
Noritate,Metronidazole,218778.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,Sepsis,exact
Norliqva,Amlodipine Besylate,2599174.0,C08CA,Dihydropyridine derivatives,Cardiovascular system,Hypertension,exact
Norlyda,Norethindrone,1928090.0,,,,Menorrhagia,approx
Norpace,Disopyramide Phosphate,203631.0,C01BA,"Antiarrhythmics, class Ia",Cardiovascular system,Atrial Flutter,exact
Norpace Cr,Disopyramide Phosphate,218782.0,,,,Atrial Flutter,approx
Northera,Droxidopa,1490027.0,C01CA,Adrenergic and dopaminergic agents,Cardiovascular system,"Hypotension, Orthostatic",exact
Nortrel,Norethindrone-Ethin. Estradiol,606671.0,,,,,approx
Nortriptyline HCl,Nortriptyline HCl,203130.0,N06AA,Non-selective monoamine reuptake inhibitors,Nervous system,Pain,exact
Norvasc,Amlodipine Besylate,58927.0,C08CA,Dihydropyridine derivatives,Cardiovascular system,Hypertension,exact
Norvir,Ritonavir,196479.0,J05AE,Protease inhibitors,Anti-infectives for systemic use,Acquired Immunodeficiency Syndrome,exact
Nourianz,Istradefylline,2199021.0,N04CX,Other antiparkinson drugs,Nervous system,Parkinson Disease,exact
Novarel,"Chorionic Gonadotropin, Human",218792.0,G03GA,Gonadotropins,Genito-urinary system and sex hormones,Hypogonadism,exact
Novofine 32,"Pen Needle, Diabetic",599977.0,,,,,approx
Novofine Autocover,"Pen Needle, Diabetic, Safety",599977.0,,,,,approx
Novofine Plus,"Pen Needle, Diabetic",1551914.0,,,,,approx
Novolin 70-30,Insulin NPh Hum/Reg Insulin Hm,1451803.0,,,,,approx
Novolin 70-30 Flexpen,Insulin NPh Hum/Reg Insulin Hm,2102736.0,,,,,approx
Novolin N,Insulin NPh Human Isophane,93558.0,,,,Hyperglycemia,exact
Novolin N Flexpen,Insulin NPh Human Isophane,2276841.0,,,,Hyperglycemia,approx
Novolin R,"Insulin Regular, Human",93560.0,A10AB,"Insulins and analogues for injection, fast-acting",Alimentary tract and metabolism,Hyperkalemia,exact
Novolin R Flexpen,"Insulin Regular, Human",2276842.0,,,,Hyperkalemia,approx
Novolog,Insulin Aspart,284810.0,A10AB,"Insulins and analogues for injection, fast-acting",Alimentary tract and metabolism,Hyperglycemia,exact
Novolog Flexpen,Insulin Aspart,834992.0,,,,Hyperglycemia,approx
Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp,1377831.0,,,,,approx
Novolog Mix 70-30 Flexpen,Insulin Aspart Prot/Insuln Asp,1653496.0,,,,,approx
Novolog Penfill,Insulin Aspart,379750.0,,,,Hyperglycemia,approx
Novopen Echo,Insulin Admin. Supplies,1487589.0,,,,,approx
Novotwist,"Pen Needle, Diabetic",2602457.0,,,,,approx
Noxafil*,Posaconazole,356772.0,J02AC,Triazole and tetrazole derivatives,Anti-infectives for systemic use,"Candidiasis, Oral",exact
Nubeqa,Darolutamide,2180331.0,L02BB,Anti-androgens,Antineoplastic and immunomodulating agents,Prostatic Neoplasms,exact
Nucala,Mepolizumab,1720602.0,R03DX,Other systemic drugs for obstructive airway diseases,Respiratory system,Asthma,exact
Nucynta,Tapentadol HCl,854137.0,N02AX,Other opioids,Nervous system,Pain,exact
Nucynta ER,Tapentadol HCl,1189288.0,,,,Pain,approx
Nuedexta,Dextromethorphan HBr/Quinidine,1040055.0,R05DA,Opium alkaloids and derivatives,Respiratory system,Cough,exact
Nulojix,Belatacept,1112977.0,L04AA,Selective immunosuppressants,Antineoplastic and immunomodulating agents,,exact
Nulytely,Sodium Chloride/NaHCO3/KCl/PEG,41656.0,,,,,approx
